assembly_index,nonlinearity_strength,measurement_noise_mm,method,final_quality
12,0.0,0.01,LOCKED_HYBRID,0.43217868261480014
13,0.0,0.01,ZERO,0.801672187289214
13,0.0,0.01,LSQ,0.2453011449158049
13,0.0,0.01,LOCKED_HYBRID,0.19686326916576904
14,0.0,0.01,ZERO,0.6485239917035357
14,0.0,0.01,LSQ,0.3338891864651418
14,0.0,0.01,LOCKED_HYBRID,0.2914614704658207
15,0.0,0.01,ZERO,1.5765215827149157
15,0.0,0.01,LSQ,0.14782755755496846
15,0.0,0.01,LOCKED_HYBRID,0.15929028104869195
16,0.0,0.01,ZERO,3.628462852213796
16,0.0,0.01,LSQ,0.3041116218965072
16,0.0,0.01,LOCKED_HYBRID,0.3142154146476444
17,0.0,0.01,ZERO,0.7976188473266353
17,0.0,0.01,LSQ,0.17171997282021853
17,0.0,0.01,LOCKED_HYBRID,0.18516311619406361
18,0.0,0.01,ZERO,1.9392101505651989
18,0.0,0.01,LSQ,0.22989922063388227
18,0.0,0.01,LOCKED_HYBRID,0.24349398435280295
19,0.0,0.01,ZERO,0.6399229518236
19,0.0,0.01,LSQ,0.34308890441581497
19,0.0,0.01,LOCKED_HYBRID,0.29652605871268184
20,0.0,0.01,ZERO,2.0091503641564437
20,0.0,0.01,LSQ,0.19322700361352282
20,0.0,0.01,LOCKED_HYBRID,0.17469569403980448
21,0.0,0.01,ZERO,4.2211016270796105
21,0.0,0.01,LSQ,0.30216721562726884
21,0.0,0.01,LOCKED_HYBRID,0.25726211474317673
22,0.0,0.01,ZERO,0.7791378592473812
22,0.0,0.01,LSQ,0.4719110472915323
22,0.0,0.01,LOCKED_HYBRID,0.39248872356303954
23,0.0,0.01,ZERO,0.9387689163955599
23,0.0,0.01,LSQ,0.08026310724888583
23,0.0,0.01,LOCKED_HYBRID,0.07772498780761268
24,0.0,0.01,ZERO,1.9936687115368452
24,0.0,0.01,LSQ,0.2511526914059284
24,0.0,0.01,LOCKED_HYBRID,0.2673876348807242
25,0.0,0.01,ZERO,1.9513151407790752
25,0.0,0.01,LSQ,0.3144268485748629
