state_number,component_index,trajectory_type,config,predicted_quality,utilization,effort,penalty,objective,quality_cost_vs_standard,utilization_reduction_vs_standard,z_adj,theta_adj,locator_offset
27,5,random_feasible,P1_MILD,0.4294456798389091,0.13755645439830885,0.0969207874426088,0.0002818091711548607,0.4297274890100639,0.028889758533486465,0.008726016533990938,-0.34389113599577215,-0.05867767676205404,0.08287411121089883
27,5,random_feasible,P2_BALANCED,0.38826613743264055,0.1964706231994191,0.1374927279446565,0.0009452125118831665,0.3892113499445237,-0.012289783872782067,-0.05018815226711931,-0.243396885437984,-0.11149877937461716,0.1964706231994191
27,5,random_feasible,P3_STRONG,0.7543770347531287,0.08638819692766368,0.05314573725197676,0.000225957551044492,0.7546029923041732,0.35382111344770606,0.05989427400463611,0.2159704923191592,-0.03734201816703586,0.006491223621001296
27,5,random_feasible,P4_BARRIER,1.0828307557054366,0.6429599771884846,0.39499965757564576,0.006240989179395096,1.0890717448848317,0.682274834400014,-0.49667750625618484,0.5839319091267017,-0.013168340341833673,0.6429599771884846
28,5,zero,P0_STANDARD,0.42124466929144866,0.08100050784449717,0.06447255432122928,0.0,0.42124466929144866,0.0,0.0,-0.20250126961124293,0.011757140633368746,0.07624339452277606
28,5,zero,P1_MILD,0.778319671712304,0.9041987660377182,0.5352857760659322,0.018030545917264006,0.796350217629568,0.3570750024208553,-0.823198258193221,-0.5111384473539593,-0.01760264179804749,0.9041987660377182
28,5,zero,P2_BALANCED,0.6025248737468669,0.84237248728062,0.49684824285234447,0.012342908821273113,0.61486778256814,0.18128020445541826,-0.7613719794361228,-0.4385645111007701,-0.01734442513166412,-0.84237248728062
28,5,zero,P3_STRONG,0.8698238673848965,0.8541296830090215,0.5183552744976455,0.03636423714875975,0.9061881045336562,0.4485791980934478,-0.7731291751645243,-0.6863302464904644,0.04106706549406658,0.8541296830090215
28,5,zero,P4_BARRIER,0.7783196717123038,0.9041987660377182,0.5352857760659322,0.18823090553254246,0.9665505772448462,0.3570750024208551,-0.823198258193221,-0.5111384473539593,-0.01760264179804749,0.9041987660377182
29,5,heuristic,P0_STANDARD,0.6861418904005813,0.9513392527391107,0.5496376533550168,0.0,0.6861418904005813,0.0,0.0,-0.07369383323978473,-0.023678380582020653,-0.9513392527391107
29,5,heuristic,P1_MILD,0.6837636489911708,1.0,0.5786106897881663,0.21004370991011415,0.8938073589012849,-0.002378241409410453,-0.048660747260889314,-0.16517016224662262,0.002939831495759826,-1.0
29,5,heuristic,P2_BALANCED,0.338479552911988,0.2018826239137738,0.1440462109045768,0.0010374655437982913,0.3395170184557863,-0.34766233748859326,0.7494566288253369,-0.5047065597844345,0.004562886293427271,-0.1465499249537292
29,5,heuristic,P3_STRONG,0.39189994144498635,0.3087158274454895,0.1918603855991827,0.0029448326049813654,0.3948447740499677,-0.2942419489555949,0.6426234252936212,-0.7717895686137237,0.010757966224349325,-0.12265965046058014
29,5,heuristic,P4_BARRIER,0.41912010632242525,0.233287076740811,0.136268471677002,0.0007427638549274359,0.4198628701773527,-0.267021784078156,0.7180521759982996,-0.5832176918520275,0.001697190884734301,0.035811012663614195
30,5,heuristic,P0_STANDARD,0.4390481320100721,0.08052877455253205,0.061690333806251746,0.0,0.4390481320100721,0.0,0.0,0.17555021051420194,-0.0013932917772707665,-0.08052877455253205
30,5,heuristic,P1_MILD,0.3745085248438877,0.0563189102670868,0.03621988259138369,3.935639684800857e-05,0.3745478812407357,-0.0645396071661844,0.02420986428544525,0.04633379033330609,-0.024602306551316788,-0.0563189102670868
30,5,heuristic,P2_BALANCED,0.38020625554531745,0.18879154191472694,0.1244164417735923,0.0007739725491800842,0.38098022809449755,-0.05884187646475464,-0.1082627673621949,-0.47197885478681734,-0.04161902131494832,-0.09794503363581952
30,5,heuristic,P3_STRONG,0.4089307602235373,0.24647128235635413,0.15467837129056616,0.0019140318836081793,0.4108447921071455,-0.030117371786534786,-0.16594250780382208,-0.6161782058908853,-0.032694689746854744,-0.1014188407710106
30,5,heuristic,P4_BARRIER,0.48502532352233907,0.4505783293037986,0.2663261290885718,0.002837184281412104,0.4878625078037512,0.04597719151226698,-0.37004955475126655,-0.24666460885875052,0.006897817277892848,0.4505783293037986
