model,assembly_id,component_index,trajectory_type,n_candidates,true_best_quality,true_best_source,predicted_best_predicted_quality,predicted_best_actual_quality,predicted_best_source,true_rank_of_predicted_best,exact_best_hit,top3_hit,top5_hit,absolute_regret,relative_regret_percent,zero_actual_quality,selected_beats_zero,true_best_beats_zero,selected_improvement_vs_zero_percent,rank_correlation,candidate_quality_range,best_to_second_quality_gap
scalar_rf,236,1,random_feasible,21,0.0290514852770782,informed,0.0431942524541513,0.0290514852770782,informed,1,True,True,True,0.0,0.0,0.4536511099917185,True,True,93.59607314140408,0.9831168831168832,10.95631503999661,0.2594338382811984
scalar_rf,236,2,zero,21,0.3164404025077995,informed,0.346448647615421,0.3164404025077995,informed,1,True,True,True,0.0,0.0,0.6880246518381676,True,True,54.007403417540566,0.9922077922077923,11.398465225554082,0.1159031354269
scalar_rf,236,2,heuristic,21,0.1051103793578364,informed,0.1225426271839926,0.1051103793578364,informed,1,True,True,True,0.0,0.0,0.2636181378123388,True,True,60.12778929776786,0.9974025974025975,11.00663046435605,0.15850775845450238
scalar_rf,236,2,partial,21,0.2104596127686327,informed,0.2124002438185227,0.2104596127686327,informed,1,True,True,True,0.0,0.0,0.4757568037219497,True,True,55.7631943206779,0.9935064935064933,10.796882653194277,0.060981722875275174
scalar_rf,236,2,random_feasible,21,0.4691420098100165,local_informed,0.6896696851703328,0.4691420098100165,local_informed,1,True,True,True,0.0,0.0,3.849532279297426,True,True,87.81301270460735,0.9935064935064933,14.787700290208189,0.30837052388741715
scalar_rf,236,3,zero,21,0.2006589416756229,local_informed,0.4359931092862796,0.3507229380429704,informed,2,False,True,True,0.1500639963673475,74.78560143606002,1.2046025123296495,True,True,70.8847578804491,0.9662337662337662,11.873730860933648,0.1500639963673475
scalar_rf,236,3,heuristic,21,0.0644647131930193,informed,0.1693546433980808,0.0644647131930193,informed,1,True,True,True,0.0,0.0,0.6208141616084741,True,True,89.61610137468563,0.9948051948051948,11.449690760178681,0.48469537336632273
scalar_rf,236,3,partial,21,0.1580145699042691,local_informed,0.3276884914629998,0.5088961284139218,local_informed,5,False,False,True,0.35088155850965275,222.05645892162315,0.859638985349844,True,True,40.8011808344385,0.9727272727272727,11.736903290452906,0.0204653943327196
scalar_rf,236,3,random_feasible,21,1.135745571780275,moderate_random,1.105100691950097,1.135745571780275,moderate_random,1,True,True,True,0.0,0.0,5.571744006887943,True,True,79.6159771451051,0.9909090909090909,12.408231616609454,0.320564393580842
scalar_rf,236,4,zero,21,0.683236105731515,informed,0.7971929932596282,0.683236105731515,informed,1,True,True,True,0.0,0.0,1.5542753383927923,True,True,56.04150121573572,0.974025974025974,11.5207139988619,0.3020562991895933
