assembly_id,batch_condition,structured20_final_quality,warmstart_bo_final_quality,bo_quality_benefit,bo_better,structured_better,essential_tie,n_component_decisions,n_bo_refinements,mean_prediction_abs_error,max_prediction_abs_error,mean_regret,max_regret,mean_utilization,max_utilization,bo_refinement_rate_percent,bo_used_at_least_once
721,high_variation,0.228682864209276,0.228682864209276,0.0,False,False,True,5,0,0.00558213746054864,0.0125668452786704,0.06387337661330338,0.128484919338272,0.16278985479588182,0.3952297722692685,0.0,False
730,high_variation,0.2023097231533251,0.2023097231533251,0.0,False,False,True,5,0,0.0067732666695622026,0.0321957470255177,0.0013842147516076,0.006921073758038,0.041437414140392544,0.095762498971054,0.0,False
732,high_variation,0.427348576709501,0.3677481130903245,0.05960046361917648,True,False,False,5,1,0.02810538692030712,0.0742740417701967,0.055724031365376056,0.1311603864016162,0.14880651701792785,0.45,20.0,True
735,high_variation,0.2815857082470591,0.2815857082470591,0.0,False,False,True,5,0,0.007005174091231381,0.0156467700187479,0.0126244877924894,0.0304684446959613,0.06384219604468586,0.2456000624913311,0.0,False
742,high_variation,0.2001896836246101,0.2001896836246101,0.0,False,False,True,5,0,0.02377255671197416,0.0936831342653912,0.00325544640124126,0.013549353246757,0.10637744246383858,0.4507395345446697,0.0,False
752,high_variation,0.1274017167512041,0.1274017167512041,0.0,False,False,True,5,0,0.0011908056812541,0.0033350741566482,0.0,0.0,0.08406152481946466,0.3048887395525085,0.0,False
753,high_variation,0.2221506610786744,0.2221506610786744,0.0,False,False,True,5,0,0.004768572383220342,0.0103932506181464,0.0096477168085791,0.0482385840428955,0.02747640014127788,0.0529571740945657,0.0,False
757,high_variation,0.1905032305316226,0.1905032305316226,0.0,False,False,True,5,0,0.0017288766116570424,0.004864305575896,0.01628612363702108,0.0814306181851054,0.014003800044800502,0.0610397167737845,0.0,False
761,high_variation,0.2731786783202119,0.2731786783202119,0.0,False,False,True,5,0,0.01401328172816126,0.0404892899104809,0.04340155587576236,0.1034989634867948,0.05403805173511618,0.1155422028853477,0.0,False
780,high_variation,0.1423944204272274,0.1423944204272274,0.0,False,False,True,5,0,0.018177769367413617,0.0844148729924155,0.0,0.0,0.08090285199099953,0.2135562688626153,0.0,False
781,high_variation,0.0864987180977781,0.0864987180977781,0.0,False,False,True,5,0,0.0008066210685932597,0.0029216852378007,0.0,0.0,0.00702710534706692,0.020284801596697,0.0,False
786,high_variation,0.3968152210462345,0.3545960452014213,0.04221917584481322,True,False,False,5,3,0.040452042911350385,0.162278174727786,0.037892540117445986,0.0890173737906479,0.18644328021722598,0.45,60.0,True
801,high_variation,0.3410981130721529,0.267316233211661,0.0737818798604919,True,False,False,5,1,0.01973779168731888,0.0581835400497031,0.04991690714513098,0.1381534543225426,0.09488625167409116,0.248965305052053,20.0,True
815,high_variation,0.4198876147710264,0.4013491714924763,0.018538443278550087,True,False,False,5,1,0.0070692591474561224,0.0200196216351199,0.0034633560397874996,0.0173167801989375,0.02945956689684242,0.0616203152193824,20.0,True
