assembly_id,batch_id,batch_condition,component_index,severity,scenario_type,zero_actual_quality,structured_predicted_quality,structured_actual_quality,structured_prediction_abs_error,structured_prediction_margin,structured_true_best_quality,structured_absolute_regret,structured_exact_best_hit,structured_top3_hit,structured_selected_true_rank,structured_z_adj,structured_theta_adj,structured_locator_offset,structured_utilization,structured_candidate_source,selective_trigger_margin,bo_triggered,selective_controller_source,selective_predicted_quality,selective_actual_quality,selective_prediction_abs_error,selective_beats_zero,selective_z_adj,selective_theta_adj,selective_locator_offset,selective_utilization,selective_capability_penalty,bo_best_was_structured_initial,selective_mean_gap,selective_max_gap,selective_parallelism,selective_rms,quality_improvement,quality_improvement_percent,residual_quality_ratio,controller_improved_case,controller_worsened_case,improvement_per_utilization,observed_correctability_class,high_regret_case,higher_capability_case,higher_residual_case
100003,1,normal,1,medium,mixed,0.0820091604085806,0.0461080588868961,0.0520622846411376,0.0059542257542415,0.0350202300688004,0.0520622846411376,0.0,True,True,1,-0.0,-0.0073470285965372,0.0655510083403049,0.0655510083403049,informed,0.0350202300688004,False,structured_direct,0.0461080588868961,0.0520622846411376,0.0059542257542415,True,-0.0,-0.0073470285965372,0.0655510083403049,0.0655510083403049,0.0,,0.0530893559163889,0.09950726226287,0.0,0.0628329918736,0.029946875767442996,36.51650086190818,0.6348349913809181,True,False,0.456848437967197,DIFFICULT,False,False,False
100003,1,normal,2,medium,waviness,0.1125661499556422,0.0827957529487513,0.0719048251004718,0.0108909278482794,0.0176017880597744,0.0719048251004718,0.0,True,True,1,-0.0265446779581944,-0.0,-0.0,0.0106178711832777,informed,0.0176017880597744,True,warmstart_bo,0.0827957529487513,0.0719048251004718,0.0108909278482794,True,-0.0265446779581944,-0.0,-0.0,0.0106178711832777,1.5031891795290764e-06,True,0.0616899643711618,0.1532869216067475,6.245004513516506e-17,0.0741175930709906,0.04066132485517039,36.12216005539267,0.6387783994460734,True,False,3.8295176267733155,DIFFICULT,False,False,False
100003,1,normal,3,high,mixed,0.5487078123950531,0.1197014549079698,0.1110443244279986,0.0086571304799712,0.3135735196189967,0.1110443244279986,0.0,True,True,1,0.6710517488629826,1.789062008323228e-18,-0.0,0.268420699545193,informed,0.3135735196189967,False,structured_direct,0.1197014549079698,0.1110443244279986,0.0086571304799712,True,0.6710517488629826,1.789062008323228e-18,-0.0,0.268420699545193,0.0,,0.1073904789238556,0.2219947412557285,1.1102230246251563e-16,0.1222875837412336,0.43766348796705445,79.7625763804416,0.20237423619558387,True,False,1.6305131784121838,CORRECTABLE,False,True,False
100003,1,normal,4,low,waviness,0.5926656279702631,0.1483019755728674,0.1432323269765281,0.0050696485963392,0.0068757491503648,0.1432323269765281,0.0,True,True,1,0.0,0.0,0.0,0.0,zero,0.0068757491503648,True,warmstart_bo,0.1483019755728674,0.1432323269765281,0.0050696485963392,False,0.0,0.0,0.0,0.0,0.0,True,0.152971501373769,0.2675728476566265,1.6653345369377348e-16,0.1706902226740949,0.449433300993735,75.83252339652896,0.24167476603471047,True,False,44.9433300993735,CORRECTABLE,False,False,False
100003,1,normal,5,medium,bend,0.4916328895506952,0.254172693790645,0.2203657714941582,0.0338069222964868,0.005011048284354,0.217685155173961,0.0026806163201971,False,True,2,0.0055071011996581,4.770832022195276e-18,-0.0,0.0022028404798632,informed,0.005011048284354,True,warmstart_bo,0.254172693790645,0.2203657714941582,0.0338069222964868,False,0.0055071011996581,4.770832022195276e-18,-0.0,0.0022028404798632,6.470008239632204e-08,True,0.1924389034227826,0.4628226613301452,5.551115123125783e-17,0.237873020682798,0.27126711805653697,55.176763764614854,0.4482323623538514,True,False,27.126711805653695,CORRECTABLE,False,False,False
100004,1,normal,1,high,offset,0.1864838015617625,0.000350572571782,0.0,0.000350572571782,0.2080927396344991,0.0,0.0,True,True,1,-0.266405430802518,-0.0,-0.0,0.1065621723210072,informed,0.2080927396344991,False,structured_direct,0.000350572571782,0.0,0.000350572571782,True,-0.266405430802518,-0.0,-0.0,0.1065621723210072,0.0,,0.0,0.0,0.0,0.0,0.1864838015617625,100.0,0.0,True,False,1.7499999999999991,HIGHLY_CORRECTABLE,False,False,False
100004,1,normal,2,medium,mixed,0.6033871393269551,0.0505523100472673,0.020774008750129,0.0297783012971383,0.1968164844910485,0.020774008750129,0.0,True,True,1,-0.2296218605996285,0.0333302741109768,-0.0,0.0918487442398514,informed,0.1968164844910485,False,structured_direct,0.0505523100472673,0.020774008750129,0.0297783012971383,True,-0.2296218605996285,0.0333302741109768,-0.0,0.0918487442398514,0.0,,0.0214131157850834,0.0393585936977423,1.3877787807814457e-17,0.025424959052813,0.5826131305768261,96.55710117167871,0.03442898828321276,True,False,6.343180142511317,HIGHLY_CORRECTABLE,False,False,False
100004,1,normal,3,high,tilt,0.8997780337590401,0.080973668294476,0.0147573144974077,0.0662163537970683,0.0659158118738281,0.0147573144974077,0.0,True,True,1,0.0107065578925417,0.0361660694909553,0.0080863100501291,0.0301383912424627,informed,0.0659158118738282,False,structured_direct,0.080973668294476,0.0147573144974077,0.0662163537970683,True,0.0107065578925417,0.0361660694909553,0.0080863100501291,0.0301383912424627,0.0,,0.0147411451230723,0.0286520358052006,0.0,0.0173936021892585,0.8850207192616324,98.35989389119054,0.016401061088094644,True,False,29.365227630820108,HIGHLY_CORRECTABLE,False,False,False
100004,1,normal,4,extreme,offset,1.0987561905822265,0.0280610200137386,0.0123669687865762,0.0156940512271624,0.2150976696797392,0.0123669687865762,0.0,True,True,1,-0.280722461784294,-0.0,-0.0609410369999596,0.1122889847137176,informed,0.2150976696797393,False,structured_direct,0.0280610200137386,0.0123669687865762,0.0156940512271624,True,-0.280722461784294,-0.0,-0.0609410369999596,0.1122889847137176,0.0,,0.0130190943075414,0.0232987568589297,0.0,0.0147161343663483,1.0863892217956503,98.87445741898182,0.011255425810181777,True,False,9.67494028524183,HIGHLY_CORRECTABLE,False,False,False
100004,1,normal,5,low,offset,1.0842060442014714,0.0070110695050715,0.0113372373242603,0.0043261678191887,0.0122536659226167,0.0113372373242603,0.0,True,True,1,0.0237415103759467,-0.0,-0.0,0.0094966041503786,informed,0.0122536659226167,True,warmstart_bo,0.0070110695050715,0.0113372373242603,0.0043261678191887,True,0.0237415103759467,-0.0,-0.0,0.0094966041503786,1.2024732051865315e-06,True,0.0125130747470804,0.0206221173857943,0.0,0.0139667968439788,1.072868806877211,98.9543281570054,0.010456718429945932,True,False,107.2868806877211,HIGHLY_CORRECTABLE,False,False,False
100005,1,normal,1,medium,twist,0.0107362791340602,0.0107706083861341,0.0107362791340602,3.4329252073949865e-05,0.0,0.0107362791340602,0.0,True,True,1,0.0,0.0,0.0,0.0,zero,0.0,True,warmstart_bo,0.0107706083861341,0.0107362791340602,3.4329252073949865e-05,False,0.0,0.0,0.0,0.0,0.0,True,0.0110665779996447,0.0203410354422037,8.603365098109845e-18,0.0131399510150565,0.0,0.0,1.0,False,False,0.0,NOT_IMPROVED,False,False,False
