assembly_id,batch_id,batch_condition,zero_final_quality,structured20_final_quality,selective_bo_final_quality,structured20_beats_zero,selective_bo_beats_zero,selective_bo_beats_structured20,structured20_beats_selective_bo,structured20_improvement_vs_zero_percent,selective_improvement_vs_zero_percent,selective_minus_structured_quality,n_bo_triggers,bo_trigger_rate_percent,selective_final_mean_gap,selective_final_max_gap,selective_final_parallelism,selective_final_rms,structured_improvement,structured_improvement_percent,structured_residual_ratio,assembly_improved,high_residual_assembly,difficult_assembly
100011,2,normal,0.335734328085826,0.0858503490022155,0.0858503490022155,True,True,False,False,74.42908221757142,74.42908221757142,0.0,2,40.0,0.0896187971499641,0.1631301179652994,3.122502256758253e-17,0.1002567446763648,0.24988397908361049,74.42908221757145,0.25570917782428554,True,False,False
100012,2,normal,0.3923220375696787,0.2783814258308629,0.2783814258308629,True,True,False,False,29.042623362338976,29.042623362338976,0.0,3,60.0,0.2424233187046651,0.5895511000514402,1.6653345369377348e-16,0.2878910020403131,0.11394061173881581,29.042623362338976,0.7095737663766102,True,False,False
100013,2,normal,0.1660402407125339,0.0866541918555078,0.0866541918555078,True,True,False,False,47.81133086555052,47.81133086555052,0.0,4,80.0,0.0918114688521627,0.1627400203509575,0.0,0.1028874509457177,0.0793860488570261,47.811330865550524,0.5218866913444948,True,False,False
100014,2,normal,0.4271643180003009,0.1796789024586036,0.1796789024586036,True,True,False,False,57.93681848246578,57.93681848246578,0.0,3,60.0,0.1665179340608796,0.3663608526926981,5.551115123125783e-17,0.1981526643253031,0.2474854155416973,57.9368184824658,0.42063181517534204,True,False,False
100015,2,normal,0.0643854288056136,0.0615447942791199,0.0615447942791199,True,True,False,False,4.411921422578242,4.411921422578242,0.0,5,100.0,0.0669074166982027,0.1133584073719451,5.898059818321144e-17,0.0746504705807553,0.0028406345264936975,4.411921422578194,0.9558807857742181,True,False,False
100016,2,normal,0.4071650229883021,0.3964020808153755,0.3964020808153755,True,True,False,False,2.6433857441718014,2.6433857441718014,0.0,0,0.0,0.3738353551792639,0.803674326210522,1.6653345369377348e-16,0.4314917639843964,0.010762942172926615,2.6433857441718014,0.973566142558282,True,True,True
100017,2,normal,0.3116204018492063,0.170398241583146,0.170398241583146,True,True,False,False,45.3186503284204,45.3186503284204,0.0,3,60.0,0.1489265667078457,0.3592575030118729,0.0,0.1794302066723044,0.1412221602660603,45.3186503284204,0.546813496715796,True,False,False
100018,2,normal,0.9454927829709754,0.3035282557387521,0.3035282557387521,True,True,False,False,67.89734821824973,67.89734821824973,0.0,2,40.0,0.2599699174080157,0.6462195384833842,5.551115123125783e-17,0.3167141897133214,0.6419645272322233,67.89734821824973,0.32102651781750274,True,True,True
100019,2,normal,0.5640808402962245,0.1622896372649866,0.1622896372649866,True,True,False,False,71.22936542574979,71.22936542574979,0.0,1,20.0,0.1674322775890658,0.309793794216738,0.0,0.1912181572324552,0.40179120303123794,71.22936542574982,0.287706345742502,True,False,False
100020,2,normal,0.970797125439222,0.151342341141245,0.151342341141245,True,True,False,False,84.41050790372164,84.41050790372164,0.0,0,0.0,0.1467780836805263,0.3021922113174357,0.0,0.1665125264185642,0.819454784297977,84.41050790372164,0.15589492096278357,True,False,False
100021,3,normal,0.984337840958732,0.1298305292830048,0.1298305292830048,True,True,False,False,86.81036897285676,86.81036897285676,0.0,0,0.0,0.14118660211718,0.2406505206471957,2.775557561562892e-17,0.1527939245369207,0.8545073116757272,86.81036897285676,0.1318963102714324,True,False,False
100022,3,normal,0.289603455799798,0.2067098923679152,0.168807770327764,True,True,True,False,28.623126475806583,41.710719624678674,-0.0379021220401512,4,80.0,0.1467199732952203,0.3507453376086756,0.0069810299484182,0.1747386807206982,0.08289356343188281,28.623126475806586,0.7137687352419342,True,False,False
100023,3,normal,0.4497174103163716,0.0717670005961089,0.0717670005961089,True,True,False,False,84.04175623407116,84.04175623407116,0.0,4,80.0,0.0650223622247797,0.147942362811059,0.0,0.0787758308535737,0.37795040972026267,84.04175623407117,0.1595824376592882,True,False,False
100024,3,normal,0.4518401601118228,0.2581004692392147,0.1961354527267577,True,True,True,False,42.87792630576725,56.59185038394606,-0.061965016512457,4,80.0,0.1523767450976364,0.3940358441224169,0.0469285397808633,0.1813311402648267,0.19373969087260812,42.87792630576725,0.5712207369423276,True,False,False
100025,3,normal,0.6572303151351303,0.2273781976722506,0.2241032005648274,True,True,True,False,65.40357429716241,65.90187710395699,-0.0032749971074232,3,60.0,0.1964613394832126,0.4290277999393185,0.0468959341141929,0.2238767850381022,0.4298521174628797,65.40357429716242,0.34596425702837574,True,False,False
100026,3,normal,0.5446505226150772,0.1686015025008398,0.2225971242778574,True,True,False,True,69.044094240226,59.13028354235615,0.0539956217770176,2,40.0,0.1570280665527935,0.4088221934798243,0.1134645730977336,0.1880267433875199,0.37604902011423735,69.044094240226,0.3095590575977399,True,False,False
100027,3,normal,0.3663623540527943,0.1339019897560332,0.1339019897560332,True,True,False,False,63.45094186813272,63.45094186813272,0.0,4,80.0,0.1170808571892915,0.2821232148179967,2.775557561562892e-17,0.1414076815384676,0.23246036429676112,63.45094186813272,0.3654905813186728,True,False,False
