case_id,dev_offset,dev_tilt,dev_bend,dev_waviness,dev_noise,z_adj,theta_adj,locator_offset,mean_gap,max_gap,parallelism_error,rms_deviation,quality_score,tolerance_pass
1343,1.0914296897546345,0.03298745676246706,-0.009547809760759307,0.6684215227735627,0.06371779337445524,-1.7026882835335078,-0.44904280116232165,-0.4695951932850213,2.0795985887163932,4.291836195853987,7.319604687250672,2.4150375428783337,4.348815595834149,0
1344,0.7242361186058011,-0.6422532999183095,0.43431730929842116,0.3727735578110095,0.12594913941176727,-0.07500628391266018,1.0315294429665192,0.8009382557711755,1.828847478132693,4.383284739049153,6.643214405040114,2.1346838112305035,4.070072367789638,0
1345,-1.2588496835839087,0.3723327047037672,-0.8561257526376743,0.6586434449843662,0.09535847318048536,-1.0294115285917442,-0.6021032918795846,-0.14084468990914,1.8175778941837495,4.869776288227212,3.9922457584840028,2.228228811559047,3.426702863424394,0
1346,1.2028918858445241,0.5923232180789033,-1.3998713233351936,0.2418297723767201,0.06342764452045764,0.42791006722121594,-0.8411351788447223,-0.32943395894215044,2.4820116044183225,4.18584989325563,4.507190071379023,2.7713129219031343,3.629646762906206,0
1347,1.542388082271835,-0.046904973172700926,0.7324296781303183,0.38782280519707196,0.06974738646006953,0.6096276254175201,-0.5775251707449179,-0.5003958013875001,2.8531259545198053,7.770652021352834,10.888187795320963,3.5756142751037037,6.8111511588684515,0
1348,1.957415419566436,0.7379840186384445,0.7132646893489336,0.10971563124442661,0.004533706677714999,-1.622937479014535,1.0505543148180478,0.6325795404979757,7.8725986819183795,15.867693462208964,31.207963987891425,9.091674101085447,17.393644249714175,0
1349,0.09230404995430552,0.9375611827367545,-1.0602536912930969,0.4473203520048295,0.027483318959806474,-0.9678569759784705,1.0563240455117413,0.736557033097367,8.798863072213695,17.802608540793564,34.82781611688269,10.172137207751444,19.44600003974213,0
1350,-1.5928048574776557,-0.5009123888781231,0.28352240874615164,0.04908222987265951,0.0825126971027156,0.4224571789700531,-0.5016787648068971,-0.4137540397497532,4.601495922447047,9.8472511571094,17.368621108211514,5.319517468271107,10.0771622031575,0
1351,-1.0836829249197169,0.8713527403920855,-0.3333865779027676,0.46821525049111234,0.04523618613802718,1.0133200220745215,-0.9565409494592578,-0.856716913810672,0.5037831516510334,1.0396241069809964,1.5281273467439593,0.5823891360606552,0.9796992952188622,0
1352,0.9771350423275451,0.45333591663069983,-0.7049959915780133,0.28403737017975067,0.14358907519992334,-1.9783485250234283,-0.7604470402879895,-0.13992327005353355,1.3660859701282737,3.7707205695017305,5.287785029285665,1.6679108066398503,3.294168551338686,0
1353,-0.8716043757778995,0.2980170972644143,0.5718051688400534,0.42111046711207617,0.09167959521041548,-0.33289583989827554,0.6249294089403985,-0.9158030043074605,4.482434166452342,9.288942932327398,16.302822395647468,5.199461446588616,9.542205992987023,0
1354,-0.7484346533764765,0.3688600827897881,-0.5110646763738526,0.06282822435435956,0.05175201427001629,1.0574738589433164,-0.9072363233920373,0.44926272842330905,2.5201830250134005,5.035605232948671,9.446377630701715,2.864158051566292,5.387065571755766,0
