assembly_id,batch_condition,zero_final_quality,random_final_quality,bo_final_quality,bo_improvement_vs_zero_percent,bo_improvement_vs_random_percent,bo_final_mean_gap,bo_final_max_gap,bo_final_parallelism,bo_final_rms
538,fixture_drift,0.8792614880686362,1.4347173666544466,0.5054407102262762,42.51531346647348,64.77071219923329,0.37484079812813503,0.9726158287485362,0.17736301839768776,0.4799481664396853
539,fixture_drift,1.4073166062957396,1.8478802716698068,1.6212527481845567,-15.201706633159674,12.264188700952031,1.0049288455101117,3.080046975735901,0.8679904422750534,1.3536286912823703
545,fixture_drift,0.9617314712778319,0.40919554586424717,1.3842335096659966,-43.93139363805942,-238.28166598011396,0.7907669125634589,1.6032810224292866,1.9062961414239437,0.9413028674098983
547,fixture_drift,1.1484128706056236,2.6658156663079757,1.5285254824675885,-33.09895087308712,42.66199640935709,1.35797391932448,2.237599083351434,1.0074026462029788,1.476327878039207
549,fixture_drift,0.8800325190669672,3.409087421486002,1.3934330111261133,-58.33880918439994,59.12592319152896,1.2765061759081697,2.420024409569156,0.4835276458952773,1.394155417143323
554,fixture_drift,1.2766550580017495,4.261712455885964,1.5630108178550466,-22.430159036185376,63.32434827468636,2.0427374717473774,2.3987590130743337,0.08132145417990877,2.061654361545607
556,fixture_drift,1.1233166361833504,1.5144956771095053,1.0800148734195978,3.8548136268040474,28.688150798762063,0.6854989135878546,1.5106451773538567,1.1285708985742626,0.8260037656480561
571,fixture_drift,1.3111035243575158,1.6275997333212044,0.6322091297142841,51.78038057489872,61.1569652678532,0.49352277653807464,1.1196919378033285,0.30292413439906685,0.5736747509214304
598,fixture_drift,1.4434556720951248,1.8248975347947674,1.308280104400026,9.36471900788586,28.309393845109305,1.240444997966924,2.6501719249369735,0.006107381813284185,1.3926281298487138
606,fixture_drift,1.5743256336547593,1.0884150566328166,1.3903182628959359,11.688012112948625,-27.737874850528478,1.100601441917354,2.776198411825125,0.2778168614600134,1.439332483351884
613,fixture_drift,0.7799646255546323,1.6045942782303906,0.8037597494078611,-3.0507952634785327,49.90884859104204,0.499718412912861,1.5382304848903066,0.42028396866640594,0.6628988946698912
640,fixture_drift,1.0342050193219994,1.4098872856767546,0.6668683162800212,35.51875074855037,52.700593653490515,0.4856245705702923,1.2645049925258496,0.27920573386810693,0.5806772719074661
653,fixture_drift,1.0794384977435327,1.0197262286551165,0.6596206396528361,38.89224434447052,35.313947889445956,0.4362138157569303,1.4519206449546527,0.10977660117542076,0.6024732108673503
655,fixture_drift,0.588284258358563,2.44431518394115,0.21100424541742632,64.13226388104066,91.36755166421669,0.193654475870161,0.36889175100515204,0.06730946657970086,0.22047537380922164
673,high_variation,0.8069841868156475,1.3674372167533546,0.5944273350730384,26.33965512773635,56.5298261748089,0.4124767336567382,1.2091932473122842,0.17562411259372335,0.5523910700421464
