assembly_id,batch_condition,component_index,severity,scenario_type,zero_quality,direct_greedy_quality,direct_z_adj,direct_theta_adj,direct_locator_offset,direct_utilization,selected_do_nothing,direct_mean_gap,direct_max_gap,direct_parallelism,direct_rms
839,disturbed,4,medium,mixed,1.0124540419246033,0.20805650410952267,-0.27902100526964846,-0.008807485502695389,-0.3693822766621737,0.3693822766621737,False,0.15467512787262586,0.3857253191894288,0.09509793272311945,0.17406990173970438
839,disturbed,5,high,twist,1.2400377650806644,0.19382724842059645,-0.21406200773065276,-0.01970490516609111,0.0,0.0856248030922611,False,0.17831340591063735,0.40042876280107326,5.551115123125783e-17,0.20204597807083244
885,disturbed,1,high,waviness,0.24546251165691446,0.04855973699023721,-0.1938131976927015,-0.014256195463320796,0.0,0.0775252790770806,False,0.04252547024693447,0.10199108868792625,1.3877787807814457e-17,0.0520476930977899
885,disturbed,2,high,mixed,0.7079443703742735,0.2093790745251359,-0.43085447083801376,-0.0142561954633208,0.0,0.1723417883352055,False,0.19902521631954612,0.42106085523709746,0.0,0.2335325305814281
885,disturbed,3,high,mixed,0.9554557640613253,0.23527357005835786,-0.1680840431855182,-0.02286224517401807,0.0,0.06723361727420728,False,0.22766190860553062,0.46894885665515873,0.0,0.2629034048015106
885,disturbed,4,medium,mixed,1.4973174054039573,0.2959848084784971,-0.7277462689903722,-0.0002962130783550668,0.0,0.29109850759614886,False,0.29890894376377525,0.5745242129789511,0.0,0.3395486145567922
885,disturbed,5,high,waviness,1.7499574695439915,0.3645660816878289,-0.1938131976927015,-0.014256195463320794,0.0,0.0775252790770806,False,0.347382188715929,0.732829764813315,0.0,0.4050249562905574
888,disturbed,1,high,mixed,0.3887715175503371,0.1279972994686389,-0.3409912667414175,-0.014256195463320796,0.0,0.136396506696567,False,0.11475576042433203,0.26464496549694905,2.7755575615628914e-17,0.14177081692254545
888,disturbed,2,high,tilt,0.46221775266627235,0.12043012328809985,-0.14287507747150868,0.0036372836309505464,0.0,0.057150030988603474,False,0.10581676743085414,0.252363929641183,2.7755575615628914e-17,0.12975914166488695
888,disturbed,3,high,mixed,0.6570192504789001,0.1594514766908541,-0.20391949843856058,-0.0051908303051767584,0.0,0.08156779937542423,False,0.1517672065156916,0.3204693410681505,0.0,0.17780512415701474
888,disturbed,4,extreme,mixed,0.27768346770630586,0.22749554014074974,0.6051977589057635,0.01494691472529941,-0.47670776367307854,0.47670776367307854,False,0.19951548739203262,0.4758884003520426,0.0024781318590609835,0.24130934259808876
888,disturbed,5,medium,waviness,0.4951190835053708,0.23638713263616276,-0.060416328252425225,-0.014398181951043651,0.0,0.02416653130097009,False,0.23232126891112923,0.46754529808058265,5.551115123125783e-17,0.26427162538649174
950,disturbed,1,extreme,tilt,0.2692349124420927,0.029132570116059096,-0.19381319769270147,-0.01829655584629005,0.0,0.0775252790770806,False,0.030620896075247307,0.05511346936372821,2.7755575615628914e-17,0.034122604843664354
950,disturbed,2,high,mixed,0.5418099744147864,0.12202560892021722,-0.2024157096190954,-0.014256195463320796,0.0,0.08096628384763817,False,0.11299057034702364,0.24947291074787886,4.163336342344337e-17,0.13286564591746436
950,disturbed,3,high,twist,0.7623123217708324,0.14438746305272,-0.18487305034508852,-0.0142561954633208,0.0,0.07394922013803541,False,0.12622401328921273,0.30349197787049614,2.7755575615628914e-17,0.15472665704807317
950,disturbed,4,extreme,twist,1.0140762543472985,0.23853796313149703,-0.20678914514803043,-0.014256195463320796,0.0,0.08271565805921217,False,0.21233717930969515,0.4992206185704372,0.0,0.2507062376745731
950,disturbed,5,medium,twist,1.2105268202186867,0.22820396905209564,-0.16738883379774677,-0.0142561954633208,0.0,0.0669555335190987,False,0.20633105144945413,0.4737720407399718,0.0,0.24173041395267889
