batch_id,batch_condition,assembly_id,component_index,batch_offset_bias_mm,batch_angular_bias_deg,fixture_drift_mm,variation_multiplier,scenario_type,severity,active_modes,n_active_modes,offset_mm,tilt_deg,bend_mm,waviness_mm,twist_mm,local_bump_mm,component_profile_mean_mm,component_profile_min_mm,component_profile_max_mm,component_profile_rms_mm,component_parallelism_mm,state_before_mean_gap,state_before_max_gap,state_before_parallelism,state_before_rms,state_before_quality,state_after_mean_gap,state_after_max_gap,state_after_parallelism,state_after_rms,state_after_quality,quality_change
1,normal,3,2,0.0,0.0,0.0,1.0,mixed,medium,bend+tilt+offset+waviness,4,0.017757161331752955,-0.0166332026433556,0.13785567518534253,0.11657792547416565,0.0,0.0,0.10464273591696333,-0.18991675896829138,0.2919251438076251,0.1739115184852731,0.29030415943325233,0.0862407582891266,0.1368325872183065,1.675715899559501e-17,0.09627507240589396,0.0765495108928193,0.22851940854077468,0.42338780517820684,0.2903041594332523,0.24749398537151887,0.30741281048282204,0.23086329959000274
1,normal,3,3,0.0,0.0,0.0,1.0,bend,high,bend,1,0.0,0.0,0.07488439588658194,0.0,0.0,0.0,0.04719699609990249,0.0,0.07488439588658194,0.05268847708441021,9.17069357285858e-18,0.22851940854077468,0.42338780517820684,0.2903041594332523,0.24749398537151887,0.30741281048282204,0.2710262007992155,0.49591957006524023,0.2903041594332523,0.29337982262317935,0.34651296135163034,0.0391001508688083
1,normal,3,4,0.0,0.0,0.0,1.0,bend,low,bend,1,0.0,0.0,0.09390628464447495,0.0,0.0,0.0,0.05918582232851767,0.0,0.09390628464447495,0.06607223131059649,1.150020309096765e-17,0.2710262007992155,0.49591957006524023,0.2903041594332523,0.29337982262317935,0.34651296135163034,0.32521583611047117,0.5868756160960308,0.2903041594332523,0.3536117270775253,0.3960798561996788,0.04956689484804844
1,normal,3,5,0.0,0.0,0.0,1.0,twist,medium,twist,1,0.0,0.0,0.0,0.0,0.060876879248532245,0.0,-0.009589770828435106,-0.017626575108409356,0.0,0.011386457397697832,7.455267531379494e-18,0.32521583611047117,0.5868756160960308,0.2903041594332523,0.3536117270775253,0.3960798561996788,0.3180530829887042,0.5845294032763646,0.2903041594332523,0.34643252191801555,0.3925092459012978,-0.0035706102983809607
1,normal,4,1,0.0,0.0,0.0,1.0,tilt,high,tilt,1,0.0,-0.06879612890698525,0.0,0.0,0.0,0.0,-1.31907686094078e-17,-0.6003597695447995,0.6003597695447995,0.35006689358161364,1.200719539089599,0.0,0.0,0.0,0.0,0.0,0.3031519628394532,0.6003597695447995,1.200719539089599,0.35006689358161364,0.6662760708003168,0.6662760708003168
1,normal,4,2,0.0,0.0,0.0,1.0,mixed,medium,twist+bend+tilt,3,0.0,0.04849454760536162,0.04661854116421439,0.0,-0.08565809586183482,-0.03601430342925931,0.0321501076760749,-0.423200980814679,0.4231887462749006,0.24930553345371426,0.8463897270895796,0.3031519628394532,0.6003597695447995,1.200719539089599,0.35006689358161364,0.6662760708003168,0.08981619599506295,0.1786207448563893,0.35432981200001945,0.10923846796034217,0.19775387265147573,-0.4685221981488411
1,normal,4,3,0.0,0.0,0.0,1.0,mixed,high,bend+tilt,2,0.0,0.045879243693761416,0.09702150041260596,0.0,0.0,0.0,0.061149233059393036,-0.40037201596210303,0.40037201596210303,0.24323079843705273,0.8007440319242061,0.08981619599506295,0.1786207448563893,0.35432981200001945,0.10923846796034217,0.19775387265147573,0.1431644491003756,0.24522824254004122,0.4464142199241866,0.16395876780551463,0.2668379502499325,0.06908407759845678
1,normal,4,4,0.0,0.0,0.0,1.0,mixed,extreme,offset+tilt+twist+waviness,4,0.6972393214720545,-0.009471711876255244,0.0,0.1598197716877596,0.14707466412186107,0.14318454425332222,0.7167127776312053,0.43885827838617125,0.9800094317589524,0.7316098485624484,0.16531255954680446,0.1431644491003756,0.24522824254004122,0.4464142199241866,0.16395876780551463,0.2668379502499325,0.8100121183666733,1.0611143806703198,0.28110166037738216,0.8231174405578887,0.7279801918801015,0.46114224163016904
1,normal,4,5,0.0,0.0,0.0,1.0,waviness,low,waviness,1,0.0,0.0,0.0,0.06408952725601237,0.0,-0.045529846380647436,-0.013559225348883793,-0.10048263178151892,0.06386346507926266,0.049698520138547565,4.709164373555008e-17,0.8100121183666733,1.0611143806703198,0.28110166037738216,0.8231174405578887,0.7279801918801015,0.7964528930177893,1.084783822698537,0.28110166037738216,0.8147200072857871,0.7301735135566912,0.002193321676589699
1,normal,5,1,0.0,0.0,0.0,1.0,twist,medium,twist,1,0.0,0.0,0.0,0.0,0.058593042072093704,0.0,-0.009230004109085182,-0.01696530225699521,0.0,0.010959286770132805,7.175578142589575e-18,0.0,0.0,0.0,0.0,0.0,0.009230004109085182,0.01696530225699521,7.175578142589575e-18,0.010959286770132805,0.0089545205868374,0.0089545205868374
1,normal,5,2,0.0,0.0,0.0,1.0,waviness,medium,waviness,1,0.0,0.0,0.0,0.06982889934562492,0.0,0.0,1.7076226292875915e-18,-0.06982889934562492,0.06982889934562492,0.049131442130800375,5.1309442842961356e-17,0.009230004109085182,0.01696530225699521,7.175578142589575e-18,0.010959286770132805,0.0089545205868374,0.04449433004802848,0.08447715986364834,5.848502098555093e-17,0.05033889721042957,0.04372533669454602,0.03477081610770862
1,normal,5,3,0.0,0.0,0.0,1.0,mixed,high,offset+tilt,2,-0.8348758635498554,0.0034521251634787617,0.0,0.0,0.0,0.0,-0.8348758635498552,-0.865001338733135,-0.8047503883665759,0.8350606400644346,0.06025095036655914,0.04449433004802848,0.08447715986364834,5.848502098555093e-17,0.05033889721042957,0.04372533669454602,0.8441058676589407,0.9344157610051436,0.06025095036655903,0.8454770356712341,0.6361794772763163,0.5924541405817703
1,normal,5,4,0.0,0.0,0.0,1.0,mixed,low,twist+tilt+offset+waviness,4,-0.06959271085013138,0.00946377628597643,0.0,0.02228286737373785,0.021768967157382656,0.0,-0.07302191761611493,-0.15217973953241531,0.012994317832152527,0.08669675831899733,0.16517405736456783,0.8441058676589407,0.9344157610051436,0.06025095036655903,0.8454770356712341,0.6361794772763163,0.9171277852750555,1.0744121831225213,0.22542500773112695,0.9206160152920222,0.7571510943678132,0.12097161709149695
1,normal,5,5,0.0,0.0,0.0,1.0,mixed,medium,offset+waviness,2,-0.3945490583832865,0.0,0.0,0.01383350480981882,0.0,0.0,-0.39454905838328647,-0.40838256319310534,-0.3807155535734677,0.3946690956270585,0.0,0.9171277852750555,1.0744121831225213,0.22542500773112695,0.9206160152920222,0.7571510943678132,1.311676843658342,1.4825497169133868,0.22542500773112684,1.3145099221437107,1.0373464627052278,0.28019536833741454
1,normal,6,1,0.0,0.0,0.0,1.0,tilt,high,tilt,1,0.0,0.03465469417074469,0.0,0.0,0.0,0.0,5.4961535872532505e-18,-0.30241929415357066,0.30241929415357066,0.17633923562825413,0.6048385883071413,0.0,0.0,0.0,0.0,0.0,0.15270677229536736,0.30241929415357066,0.6048385883071413,0.17633923562825413,0.33562331998964917,0.33562331998964917
1,normal,6,2,0.0,0.0,0.0,1.0,tilt,medium,tilt,1,0.0,-0.029246111503380016,0.0,0.0,0.0,0.0,-6.5953843047039e-18,-0.25522049173558103,0.25522049173558103,0.14881784098889358,0.5104409834711621,0.15270677229536736,0.30241929415357066,0.6048385883071413,0.17633923562825413,0.33562331998964917,0.023833058646707636,0.04719880241798963,0.09439760483597925,0.027521394639360555,0.05238097923413901,-0.28324234075551014
