assembly_id,batch_condition,component_index,scenario_type,severity,global_quality,global_mean_gap,global_parallelism,batch_quality,batch_mean_gap,batch_parallelism,individual_quality,individual_mean_gap,individual_parallelism,individual_z_adj,individual_theta_adj,individual_locator_offset,correction_utilization
533,fixture_drift,4,waviness,low,0.7773790970740789,0.49837524085554735,0.9987828614565895,0.4512120207733865,0.31970031482982664,0.533639807255795,0.2202622765046049,0.19414666502025765,2.7755575615628914e-17,-0.10589608944861222,-0.0,-0.20718815848017869,0.20718815848017869
533,fixture_drift,5,mixed,medium,0.9622182110417419,0.5706382824765559,1.312187145567815,0.5436642030782602,0.3451162223441358,0.7307583278168217,0.25107727998600043,0.2142082467690266,8.326672684688674e-17,0.06553730439390966,0.0107112242266612,-0.3506158542432572,0.3506158542432572
534,fixture_drift,1,mixed,high,0.4552379635279602,0.42825448829847007,0.30740911371016433,0.4743961780792617,0.4186543571479507,0.4236948772603629,0.18316703116443228,0.21800687598122162,9.280770596475918e-17,-0.2066339015046027,-0.0248587616490879,-0.2512163072405328,0.2512163072405328
534,fixture_drift,2,tilt,medium,0.5857110561824436,0.47553534940756403,0.5562355391596342,0.6438573393674822,0.4581190342378649,0.7888070662600313,0.14923327126094152,0.1633578242777593,4.163336342344337e-17,-0.10900343799061081,-0.021502221409583605,-0.2158406588023554,0.2158406588023554
534,fixture_drift,3,bend,high,0.7507517964750818,0.6784879103160183,0.4297773869008814,0.8007662728771882,0.6520647703534221,0.778634677551477,0.27668734373571835,0.3073785289961516,2.7755575615628914e-17,-0.07292527503193033,-1.1927080055488189e-18,-0.2512163072405328,0.2512163072405328
534,fixture_drift,4,mixed,extreme,0.8782364815608341,0.8337770428690262,0.3033192346421285,0.9593983915373278,0.797041954384651,0.7684622888429227,0.38265581578142177,0.40698950076389884,1.1102230246251565e-16,-0.13949034825010054,-7.951386703658792e-19,-0.12212510788557979,0.12212510788557979
534,fixture_drift,5,bend,low,0.9715726830887388,0.9456195277411937,0.1768610823833756,1.04031049407021,0.8997006671357246,0.7582899001343684,0.36615403221549875,0.39352236508391636,5.551115123125783e-17,-0.16765702740678304,3.180554681463517e-18,-0.3035496658857438,0.3035496658857438
535,fixture_drift,1,mixed,medium,0.2338407679521097,0.14363991139607857,0.2640689110941271,0.27012994871131074,0.13195301201244972,0.3803546746443257,0.15308004914741782,0.15300939444873113,5.551115123125783e-17,0.040970483132825,-0.0223755513782494,-0.2222677591586309,0.2222677591586309
535,fixture_drift,2,mixed,medium,0.55427594228541,0.31115902644659643,0.46638811719567164,0.634526886357314,0.32813853578338437,0.6989596442960686,0.23384989361720412,0.24392021195410332,0.0,0.4889708152534723,-0.0188375543547596,-0.2512163072405328,0.2512163072405328
535,fixture_drift,3,twist,high,0.5236717104186194,0.3449555082183695,0.33992996493691885,0.6160615387590358,0.29080489021684547,0.6887872555875144,0.1990049194290937,0.1993558869664164,0.0,-0.11429814354142645,-0.0,-0.3397056590106241,0.3397056590106241
535,fixture_drift,4,offset,low,0.5451186042198807,0.4151917471463888,0.21347181267816584,0.6753442500272245,0.36601627785691465,0.67861486687896,0.1946379737525667,0.1892927553316839,0.0,0.03857835155898019,-0.0,-0.2259877524653442,0.2259877524653442
535,fixture_drift,5,mixed,medium,0.665435340419751,0.5728962514021946,0.08701366041941272,0.8299928571233148,0.5220512427176056,0.6684424781704057,0.31244205644326956,0.30685096807121137,1.1102230246251565e-16,0.2621445966631242,-0.0,-0.2512163072405328,0.2512163072405328
536,fixture_drift,1,offset,high,0.17867715293421152,0.13276407080304056,0.12645815225875287,0.11407359656161661,0.14248360002785926,0.010172388708554303,0.037327739173631455,0.03684711207324988,0.0,0.1732248936889362,-0.0,-0.2512163072405328,0.2512163072405328
536,fixture_drift,2,tilt,medium,0.47473748433137225,0.18646523879375465,0.6924236298938267,0.32113536359057704,0.14542912317789147,0.4598521027934295,0.06302462700177835,0.0582427136855935,0.0,-0.01842355603662494,0.0251819131877107,-0.2512163072405328,0.2512163072405328
