assembly_index,nonlinearity_strength,zero_final_quality,lsq_final_quality,lsq_improvement_percent,lsq_beats_zero,sequence_length
147,0.25,2.337437011520876,0.3883923637611397,83.38383614844754,True,5
148,0.25,2.1167402483806006,0.20631054903815332,90.25338374909298,True,5
149,0.25,1.1770671887045037,0.14553349978851854,87.63592247026318,True,5
150,0.25,1.2013122979071182,0.1381903460112067,88.49671761023701,True,5
1,0.5,1.6155620654819145,0.14935882262570424,90.75499321153278,True,5
2,0.5,0.9989476143983692,0.18325908391250256,81.65478536901327,True,5
3,0.5,1.368388551486753,0.1887549348467019,86.2060425277879,True,5
4,0.5,0.926680773690706,0.15491517672976218,83.28278937818263,True,5
5,0.5,0.8623929212203131,0.12489349844685346,85.51779642739585,True,5
6,0.5,0.9812027761442903,0.42920632591579955,56.257122752709904,True,5
7,0.5,0.5997890062145773,0.09833974444653053,83.60427693278709,True,5
8,0.5,2.217286551940508,0.2618756348698763,88.18936439944174,True,5
9,0.5,2.664022172790105,0.3627238709950625,86.3843524014227,True,5
10,0.5,2.738189061420247,0.3836331359320323,85.98953076917745,True,5
11,0.5,0.8815952645656071,0.20073073819393658,77.23096456367156,True,5
12,0.5,1.820578553798085,0.43192730984094974,76.27527200406352,True,5
13,0.5,2.873348663221216,0.1399618207507229,95.12896494107275,True,5
14,0.5,1.8466715530241218,0.1893318258660162,89.74740117938325,True,5
15,0.5,0.6127706216807108,0.30847955854131015,49.65823301136555,True,5
16,0.5,2.5447963620398433,0.5459531663245634,78.5462925651567,True,5
17,0.5,1.176584490424398,0.42543729124351853,63.841331013120715,True,5
18,0.5,2.380122395647919,0.4238865934700915,82.19055481158561,True,5
19,0.5,2.1032599338816875,0.4509910761746207,78.55752068921454,True,5
20,0.5,1.2712598361868024,0.24204090014951118,80.9605484842876,True,5
21,0.5,1.7820554203929846,0.15224398304773296,91.45683230131196,True,5
22,0.5,1.2605341083754042,0.5119474509083134,59.38646582375155,True,5
23,0.5,0.7989919909831531,0.36625723579090397,54.16008671873827,True,5
24,0.5,1.053927929405775,0.15530958932456282,85.26373720714192,True,5
25,0.5,2.3488093800901306,0.28686588084043785,87.78675343890912,True,5
26,0.5,1.8297675947525618,0.3382298051780397,81.51514945679327,True,5
27,0.5,1.0848418893910023,0.1578273077245898,85.45158430292646,True,5
28,0.5,2.6923528111605233,0.5526379704337419,79.47379079952265,True,5
29,0.5,1.1347668081798,0.5554634785761872,51.05042951801108,True,5
30,0.5,1.538800037734795,0.2521096917542535,83.6164748133634,True,5
31,0.5,0.9446979888117288,0.36227565426277186,61.65169625072943,True,5
32,0.5,1.9356279022057263,0.0914193307399364,95.27701937775538,True,5
33,0.5,2.2402829562161837,0.32625410462764404,85.4369242187744,True,5
34,0.5,0.7442225272495094,0.4234541483371253,43.10113805582812,True,5
35,0.5,1.0053518342352317,0.1494543888703621,85.1341208340211,True,5
36,0.5,1.0783828068556414,0.18159021623262317,83.16087616770287,True,5
37,0.5,0.8494808743701147,0.5454748393939525,35.7872724564377,True,5
38,0.5,0.8944062328161279,0.14126249013114084,84.20600338546816,True,5
39,0.5,0.7056637729307728,0.1547678678911712,78.06776062084255,True,5
40,0.5,2.898456866240764,0.5148729911872724,82.23630659527284,True,5
41,0.5,2.4928804346602886,0.113215077260295,95.45846340297011,True,5
42,0.5,1.271260517878723,0.16957264542003903,86.66106254106005,True,5
43,0.5,2.754480490816126,0.09436301973388464,96.57419901689245,True,5
44,0.5,2.9947992423768874,0.8367763694430642,72.05901625716525,True,5
45,0.5,1.9187333213626385,0.25164226022285024,86.88497992810487,True,5
46,0.5,2.30175934946019,0.2885379389264305,87.46446108738088,True,5
47,0.5,3.067166025319862,0.338589919552151,88.9608219197446,True,5
48,0.5,1.5647994279234512,0.26607148512827883,82.99644795490717,True,5
49,0.5,1.3100332298872566,0.16696471535690202,87.25492517687728,True,5
50,0.5,1.2484407502482293,0.19711425336661995,84.21116474070337,True,5
51,0.5,1.3209771518861586,0.18538165535221626,85.9663238620351,True,5
52,0.5,1.5387889252023161,0.24598862899133675,84.01414092845809,True,5
53,0.5,1.3199945501194525,0.2966621365080876,77.525502928687,True,5
54,0.5,1.3179541734287847,0.30499111430482734,76.85874665039653,True,5
55,0.5,1.8141265881846922,0.09651451319832495,94.67983580490366,True,5
56,0.5,0.9599982277117283,0.1597908943524594,83.35508444288067,True,5
57,0.5,2.2711293724386366,0.3079021652860519,86.4427729647369,True,5
58,0.5,2.340630667422512,0.5788198191203002,75.27077521556646,True,5
59,0.5,0.29661207968323755,0.20365576743746233,31.339354872211043,True,5
60,0.5,1.1778648857038152,0.2887681352715197,75.48376398885763,True,5
61,0.5,1.4850951088647755,0.5672885438440319,61.80119775105352,True,5
62,0.5,0.9175537778242256,0.1860305919237855,79.7253745317342,True,5
63,0.5,3.638461591981208,0.17319179813638286,95.23997179142746,True,5
64,0.5,1.0458400201126352,0.20985382812543213,79.93442361262565,True,5
65,0.5,1.884253046203329,0.3075468677185058,83.67804853290822,True,5
66,0.5,0.6653818879961019,0.18338073184592837,72.43977704319437,True,5
67,0.5,1.1547710716131672,0.21761356636379445,81.15526343591225,True,5
68,0.5,0.4463806198436404,0.10578653854100256,76.3012698494711,True,5
69,0.5,0.2673908759259186,0.11462238831866702,57.13302186480609,True,5
