assembly_index,component_index,method,pre_quality,post_quality,z_adj_mm,theta_adj_deg,locator_offset_mm,applied_delta_z_mm,applied_delta_theta_deg,applied_delta_locator_mm,utilization,reference_success,reference_evaluations
53,8,LSQ_PLUS_ML_THETA,0.6254461679977104,0.20458128298141381,-0.043734642821929785,-0.05245626938613157,0.20093829924573714,0.0,-0.003780662368576,0.0,0.20093829924573714,,0
53,8,LSQ_PLUS_ML_Z_THETA,0.6268573362214627,0.20950972568592996,-0.02438364200090311,-0.05278892568885415,0.199410843051344,0.016931183762286767,-0.0038574636568912066,0.0,0.199410843051344,,0
53,8,LSQ_PLUS_ML_ALL,0.6250820326415969,0.22101703723232752,-0.017770420557758963,-0.05277307580422073,0.09841391660634008,0.015532679717757517,-0.003791434359308496,-0.09108043879051497,0.09841391660634008,,0
53,8,DIRECT_NONLINEAR_REFERENCE,0.6470420111092838,0.1965158416964478,0.06671872862230413,-0.0550964581823054,-0.2156705452300536,-0.0035442816444864744,-0.004892117895004447,0.017032036721526117,0.2156705452300536,False,987
53,9,ZERO,3.212939009268634,3.212939009268634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
53,9,LSQ,0.8170235694369563,0.12522147766537486,-0.01041142181863999,-0.07969298239056595,0.2259283145242122,0.0,0.0,0.0,0.2259283145242122,,0
53,9,LSQ_PLUS_ML_THETA,0.7788628041483179,0.09340892043495776,-0.010471014989202736,-0.07171565378869221,0.22608640062590302,0.0,0.003951887335052584,0.0,0.22608640062590302,,0
53,9,LSQ_PLUS_ML_Z_THETA,0.7707683158313382,0.09412825764232033,-0.026523250154784777,-0.07177202579159526,0.2262247688959892,0.0024318226766369723,0.0037933895908303372,0.0,0.2262247688959892,,0
53,9,LSQ_PLUS_ML_ALL,0.7795868369840552,0.1000751942471246,-0.03171265399462841,-0.07317307908208424,0.3005527557840843,-0.003617812203988109,0.0024846846172794784,-0.024887553758549674,0.3005527557840843,,0
53,9,DIRECT_NONLINEAR_REFERENCE,0.7637762990000913,0.0713084066149797,0.0004857769496363731,-0.06754763098361348,0.20076619722511316,0.016458322267729034,0.006620114538447561,-0.042302980841220805,0.20076619722511316,False,1075
53,10,ZERO,3.7701356684731406,3.7701356684731406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
53,10,LSQ,0.9597271511935372,0.1711884079661113,0.34713087056385183,-0.0774814774006466,-0.21349967361621766,0.0,0.0,0.0,0.21349967361621766,,0
53,10,LSQ_PLUS_ML_THETA,1.0049583943825606,0.14168440353986614,0.3471144999123256,-0.07698974433583575,-0.2130444495467829,0.0,0.005311533165967136,0.0,0.2130444495467829,,0
53,10,LSQ_PLUS_ML_Z_THETA,1.0038445602215142,0.1346340547006366,0.30412113253924433,-0.07679799082741359,-0.2127796325126519,-0.041942971719241384,0.005431008202629609,0.0,0.2127796325126519,,0
53,10,LSQ_PLUS_ML_ALL,0.9946293535434452,0.1349721672620537,0.3102454735469204,-0.07562030548912718,-0.15156832132713585,-0.0423223823352048,0.005171691293131719,0.04281170261761566,0.15156832132713585,,0
53,10,DIRECT_NONLINEAR_REFERENCE,1.030079376955695,0.11975950788529918,0.31420554495178904,-0.07736647243144462,-0.2323689239909979,-0.015486097844664204,0.008045093704128647,-0.06408710197858211,0.2323689239909979,False,803
54,1,ZERO,0.5017144909653533,0.5017144909653533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,1,LSQ,0.5017144909653533,0.12409604809476257,0.4068420329091232,-0.022791210044157746,-0.1790477373375787,0.0,0.0,0.0,0.1790477373375787,,0
54,1,LSQ_PLUS_ML_THETA,0.5017144909653533,0.11509860773483375,0.4068420329091232,-0.024137033091660584,-0.1790477373375787,0.0,-0.001345823047502838,0.0,0.1790477373375787,,0
54,1,LSQ_PLUS_ML_Z_THETA,0.5017144909653533,0.11029158805723221,0.39362335953117206,-0.024137033091660584,-0.1790477373375787,-0.013218673377951129,-0.001345823047502838,0.0,0.1790477373375787,,0
54,1,LSQ_PLUS_ML_ALL,0.5017144909653533,0.10928086116996225,0.39362335953117206,-0.024137033091660584,-0.2137864754026509,-0.013218673377951129,-0.001345823047502838,-0.03473873806507219,0.2137864754026509,,0
54,1,DIRECT_NONLINEAR_REFERENCE,0.5017144909653533,0.09541481714237451,0.3727386954763749,-0.02543707138562576,-0.16876139260846548,-0.03410333743274829,-0.002645861341468013,0.010286344729113217,0.16876139260846548,False,559
54,2,ZERO,0.6475561146072775,0.6475561146072775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,2,LSQ,0.7619059190129458,0.287133666939454,-0.7107870348160972,0.004336784498813178,-0.3389094532483381,0.0,0.0,0.0,0.3389094532483381,,0
54,2,LSQ_PLUS_ML_THETA,0.7549769079455964,0.2609063307743991,-0.7107870348160973,-0.0009630998415920706,-0.3389094532483382,0.0,-0.0067588209695757726,0.0,0.3389094532483382,,0
54,2,LSQ_PLUS_ML_Z_THETA,0.7450306702727778,0.2401722409542506,-0.6405674039657285,-0.0012689300590735435,-0.3389094532483381,0.05590536479462993,-0.007063737148766408,0.0,0.3389094532483381,,0
54,2,LSQ_PLUS_ML_ALL,0.7319093304819215,0.24259338415438422,-0.6382617288910534,-0.0011134405949182911,-0.28623450795472744,0.058211039869305314,-0.006908247684611155,0.015056984331393575,0.28623450795472744,,0
54,2,DIRECT_NONLINEAR_REFERENCE,0.7265247261701762,0.21934847073062455,-0.600135441161759,-0.003749673914989947,-0.41319422284033425,0.07372169672419282,-0.010952213654161526,-0.06314587002290822,0.41319422284033425,False,723
54,3,ZERO,1.0400731029507673,1.0400731029507673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,3,LSQ,1.022248836180808,0.4906156079401788,0.4862880582970451,-0.049510010030649865,-0.07606124176283394,0.0,0.0,0.0,0.19451522331881804,,0
54,3,LSQ_PLUS_ML_THETA,0.9604207055416015,0.4391207607472123,0.48634846420765876,-0.050346705335360536,-0.07603243969816967,0.0,-0.008188124149155637,0.0,0.1945393856830635,,0
54,3,LSQ_PLUS_ML_Z_THETA,0.9223738640264378,0.4303124027420723,0.3803190151626159,-0.04907010799023804,-0.07621329677379,-0.04178269340232377,-0.007250238927626468,0.0,0.15212760606504636,,0
54,3,LSQ_PLUS_ML_ALL,0.9208603371255375,0.4294696428221637,0.381904901248525,-0.04939685851459018,-0.12934146771156763,-0.03694144665547244,-0.007402961446212705,-0.03178981315667999,0.15276196049941,,0
54,3,DIRECT_NONLINEAR_REFERENCE,0.8802046619387545,0.38846205927243443,0.32196091757559503,-0.05111943165583641,0.18145099739050113,-0.07746850339711514,-0.013463510338907844,0.1862822917615501,0.18145099739050113,False,539
54,4,ZERO,1.894300505070217,1.894300505070217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
